code	name	placeName	Longitude	Latitude	num_accessible_stations_30m	num_accessible_stations_45m	num_accessible_stations_60m
9100HADLYWD	Hadley Wood Rail Station	Hadley Wood	-0.17617	51.6685	66	291	606
9100GIDEAPK	Gidea Park Rail Station	Gidea Park	0.20598	51.58191	64	315	613
9100HGHMSPK	Highams Park Rail Station	Highams Park	-0.00021	51.60836	64	322	625
9100SHWLNDS	Shawlands Rail Station	Shawlands	-4.29234	55.8292	64	136	193
9100JAMESST	Liverpool James Street Rail Station	Liverpool	-2.99196	53.40477	64	104	136
9100KNLY	Kenley Rail Station	Kenley	-0.10092	51.32478	64	317	647
9400ZZLUNBP	Newbury Park Underground Station	Newbury Park	0.09001	51.57573	64	259	517
9400ZZLUBOS	Boston Manor Underground Station	Boston Manor	-0.32494	51.49564	64	232	537
9100MOTNGHM	Mottingham Rail Station	Mottingham	0.05006	51.44022	63	303	622
9100STRWBYH	Strawberry Hill Rail Station	Strawberry Hill	-0.33936	51.43897	63	277	614
9100REEDHMS	Reedham (Surrey) Rail Station	Purley	-0.12341	51.33112	63	316	647
9400ZZLUNHT	Northolt Underground Station	Northolt	-0.3687	51.54824	63	272	577
9100ELTHAM	Eltham Rail Station	Eltham	0.05248	51.45565	62	314	630
9100BNTFORD	Brentford Rail Station	Brentford	-0.30965	51.48755	62	302	645
9100GALTILL	Smethwick Galton Bridge Rail Station	Smethwick	-1.98051	52.50179	62	113	142
9400ZZLUDGY	Dagenham Heathway Underground Station	Dagenham	0.14754	51.54164	62	254	517
9400ZZLUBKH	Buckhurst Hill Underground Station	Buckhurst Hill	0.04677	51.62661	62	257	517
9100EPSM	Epsom Rail Station	Epsom	-0.26878	51.33439	62	237	553
9100SPRNGBN	Springburn Rail Station	Springburn	-4.23053	55.88192	62	143	199
9100ENFLDTN	Enfield Town Rail Station	Enfield Town	-0.07932	51.65203	62	265	558
9100UPMNSP6	Upminster Rail Station	Upminster	0.2509	51.55911	61	243	498
9100TEDNGTN	Teddington Rail Station	Teddington	-0.33271	51.42448	61	234	566
9100BELM	Belmont Rail Station	Belmont	-0.19885	51.34381	61	236	536
9100ESHER	Esher Rail Station	Esher	-0.35333	51.37989	61	343	698
9100EWELW	Ewell West Rail Station	Ewell	-0.25699	51.35005	60	250	586
9100SCTSTNH	Scotstounhill Rail Station	Scotstoun	-4.35288	55.88513	60	136	190
9100FIVEWYS	Five Ways Rail Station	Birmingham	-1.91295	52.4711	60	108	140
9400ZZLUKBY	Kingsbury Underground Station	Kingsbury	-0.27879	51.58485	60	286	604
9100WRUISLP	West Ruislip Rail Station	Ruislip	-0.43776	51.56976	60	250	524
9100EBSFDOM	Ebbsfleet International Rail Station	Ebbsfleet	0.32092	51.44297	60	385	687
9100FELTHAM	Feltham Rail Station	Feltham	-0.40983	51.4479	60	247	612
9100ADERLYP	Adderley Park Rail Station	Adderley Park	-1.85594	52.48309	60	106	139
9400ZZLUFYC	Finchley Central Underground Station	Finchley Central	-0.19252	51.60093	60	305	651
9400ZZLUPNR	Pinner Underground Station	Pinner	-0.38116	51.5929	60	211	458
9100DUDESTN	Duddeston Rail Station	Duddeston	-1.87139	52.48837	59	106	138
9100ALXPD	Alexandra Parade Rail Station	Dennistoun	-4.21064	55.86316	59	140	196
9100HTRWAPT	Heathrow Airport Terminals 1-3 Rail Station	Heathrow Airport Terminals 1-3	-0.45432	51.47141	59	240	531
9100UWRLNGH	Upper Warlingham Rail Station	Warlingham	-0.07795	51.30851	58	310	640
9100WDRYTON	West Drayton Rail Station	West Drayton	-0.47223	51.51006	58	228	510
9100MTFL	Mount Florida Rail Station	Mount Florida	-4.26112	55.82654	58	133	191
9100NWTL	Newton (S Lanarks) Rail Station	Newton	-4.13304	55.81877	58	129	187
9100HLNGTNW	Hillington West Rail Station	Hillington	-4.37158	55.85601	58	152	194
9100EWELLE	Ewell East Rail Station	Ewell	-0.24153	51.3453	58	217	515
9100WOKING	Woking Rail Station	Woking	-0.55695	51.31847	57	287	673
9100GFORD	Greenford Rail Station	Greenford	-0.34584	51.54234	57	257	563
9100BHAMSNH	Birmingham Snow Hill Rail Station	Birmingham	-1.89909	52.48336	57	104	132
9100SYONLA	Syon Lane Rail Station	Brentford End	-0.32484	51.48179	57	265	609
9100ASTON	Aston Rail Station	Aston	-1.87193	52.50424	57	98	131
9100HAMTSQ	Birkenhead Hamilton Square Rail Station	Birkenhead	-3.01369	53.39471	56	98	130
9100KGSTON	Kingston Rail Station	Kingston Upon Thames	-0.30117	51.41275	56	235	584
9100ASFIELD	Ashfield Rail Station	Parkhouse	-4.24921	55.88891	56	135	197
9100MERSTHM	Merstham Rail Station	Merstham	-0.15022	51.26415	56	271	630
9100BRKNHDC	Birkenhead Central Rail Station	Birkenhead	-3.02083	53.38833	56	96	126
9100SMTHKRS	Smethwick Rolfe Street Rail Station	Smethwick	-1.97064	52.49639	56	105	136
9100SLFDCT	Salford Crescent Rail Station	Salford Crescent Station	-2.27575	53.4866	55	116	194
9100UNVRSYB	University Rail Station	Birmingham University	-1.93668	52.45125	55	102	133
9100COLSTWN	Coulsdon Town (Smitham) Rail Station	Coulsdon	-0.13446	51.32204	55	280	609
9100CRHL	Crews Hill Rail Station	Crews Hill	-0.10688	51.68449	55	273	590
9100SHTLSTN	Shettleston Rail Station	Shettleston	-4.16003	55.85352	55	134	193
9400ZZLUUPM	Upminster Underground Station	Upminster	0.2509	51.55907	55	228	486
9100STKP	Stockport Rail Station	Stockport	-2.16301	53.40556	54	118	189
9100TURKYST	Turkey Street Rail Station	Enfield Wash	-0.04721	51.67264	54	268	541
9100LVRPLCH	Liverpool Central Rail Station	Liverpool	-2.97917	53.40461	54	99	132
9100STECHFD	Stechford Rail Station	Stechford	-1.81103	52.48483	54	101	132
9100MORFLDS	Moorfields Rail Station	Liverpool	-2.98919	53.40857	54	102	134
9100MNCRDGT	Deansgate Rail Station	Manchester City Centre	-2.25105	53.47419	54	127	204
9100CKHL	Corkerhill Rail Station	Mosspark	-4.33429	55.83749	54	136	193
9100WESTRTN	Westerton Rail Station	Westerton	-4.33487	55.90479	54	130	188
9100BRKNCPK	Conway Park Rail Station	Birkenhead	-3.02268	53.39338	54	97	128
9100BHAMJEW	Jewellery Quarter Rail Station	Jewellery Quarter	-1.91321	52.48944	54	97	129
9100HEDSTNL	Headstone Lane Rail Station	Hatch End	-0.35722	51.60265	54	305	581
9100MALDENM	Malden Manor Rail Station	Old Malden	-0.26127	51.38473	53	250	589
9100SANDH	Sandhills Rail Station	Liverpool	-2.9915	53.42995	53	97	131
9100PLKSHWE	Pollokshaws East Rail Station	Pollokshaws	-4.28688	55.82463	53	132	187
9100HANWELL	Hanwell Rail Station	Hanwell	-0.33859	51.51184	53	216	502
9100MORFNL	Moorfields Rail Station	Liverpool	-2.98918	53.40857	53	100	134
9100TYSL	Tyseley Rail Station	Tyseley	-1.83911	52.45412	53	98	129
9100FALCNWD	Falconwood Rail Station	Falconwood	0.07931	51.45916	53	279	589
9400ZZLUSRP	South Ruislip Underground Station	South Ruislip	-0.3989	51.55686	52	234	521
9100EDPK	Eden Park Rail Station	Eden Park	-0.02635	51.39009	52	250	546
9100LVRPLSH	Liverpool Lime Street Rail Station	Liverpool	-2.97773	53.40732	52	94	147
9100WHYTELF	Whyteleafe Rail Station	Whyteleafe	-0.08114	51.30996	52	258	591
9100EMRSPKH	Emerson Park Rail Station	Hornchurch	0.22013	51.56865	52	267	540
9400ZZLUBKE	Barkingside Underground Station	Barkingside	0.0886	51.58569	52	227	478
9100GSCD	Garscadden Rail Station	Garscadden	-4.365	55.88768	52	126	184
9100PETSWD	Petts Wood Rail Station	Petts Wood	0.07449	51.38862	52	287	626
9100STMRYC	St Mary Cray Rail Station	St Mary Cray	0.10639	51.39475	51	246	611
9100GNLN	Green Lane Rail Station	Tranmere	-3.01642	53.38327	51	94	126
9100ISLEWTH	Isleworth Rail Station	Isleworth	-0.33691	51.47477	51	220	573
9100SLOUGH	Slough Rail Station	Slough	-0.5915	51.51188	51	243	560
9100WHORNDN	West Horndon Rail Station	West Horndon	0.34065	51.56795	51	213	458
9100HAMWICK	Hampton Wick Rail Station	Hampton Wick	-0.31249	51.41453	51	208	550
9100THLB	Thornliebank Rail Station	Thornliebank	-4.3117	55.81109	51	131	187
9100HNCHLYW	Hinchley Wood Rail Station	Hinchley Wood	-0.34053	51.375	50	272	640
9100RNHAME	Rainham (London) Rail Station	Rainham	0.19065	51.51673	50	224	478
9400ZZLUEAE	Eastcote Underground Station	Eastcote	-0.39738	51.5765	50	192	393
9100GTWK	Gatwick Airport Rail Station	Gatwick Airport	-0.16104	51.15649	50	274	640
9100DENHAM	Denham Rail Station	Denham	-0.49743	51.57884	50	199	454
9400ZZCRGRA	Gravel Hill Tramlink Stop	Forestdale	-0.04314	51.35455	50	265	594
9100SNDWDUD	Sandwell & Dudley Rail Station	Oldbury	-2.0116	52.50867	50	100	136
9400ZZLUDGE	Dagenham East Underground Station	Dagenham East	0.16603	51.5441	49	229	483
9400ZZLUCWL	Chigwell Underground Station	Chigwell	0.07505	51.61792	49	226	478
9400ZZLURSG	Ruislip Gardens Underground Station	Ruislip Gardens	-0.4107	51.56074	49	214	493
9100CCRT	Cathcart Rail Station	Cathcart	-4.26053	55.81766	49	126	182
9100SMLHTH	Small Heath Rail Station	Small Heath	-1.85939	52.46377	49	97	132
9100GERRDSX	Gerrards Cross Rail Station	Gerrards Cross	-0.55527	51.58902	49	250	558
9400ZZLULGN	Loughton Underground Station	Loughton	0.05549	51.64145	49	226	478
9100CUFFLEY	Cuffley Rail Station	Cuffley	-0.10978	51.70872	49	262	569
9100LVRPLSL	Liverpool Lime Street Low Level Rail Station	Liverpool	-2.97775	53.40822	49	92	135
9100LNSD	Langside Rail Station	Langside	-4.27733	55.82113	48	123	181
9100HOUNSLW	Hounslow Rail Station	Hounslow	-0.36228	51.46195	48	172	514
9100RADLETT	Radlett Rail Station	Radlett	-0.31724	51.68519	48	271	606
9100ELMW	Elmstead Woods Rail Station	Elmstead	0.04428	51.41712	48	268	598
9100HERSHAM	Hersham Rail Station	Hersham	-0.38995	51.37681	48	280	648
9100HTCHEND	Hatch End Rail Station	Hatch End	-0.3686	51.60942	48	266	550
9100BNHL	Barnhill Rail Station	Petershill	-4.223	55.87748	48	129	188
9100THBLDSG	Theobalds Grove Rail Station	Theobalds Grove	-0.03482	51.69246	48	250	523
9100ROCKFRY	Rock Ferry Rail Station	Rock Ferry	-3.01083	53.37267	47	89	122
9400ZZLUNWH	Northwood Hills Underground Station	Northwood Hills	-0.40945	51.60057	47	164	402
9100OXTED	Oxted Rail Station	Oxted	-0.00483	51.25791	47	246	586
9100SPRD	Spring Road Rail Station	Hall Green	-1.83738	52.44342	47	96	126
9100UDNGSTN	Uddingston Rail Station	Uddingston	-4.08669	55.82352	47	127	186
9100POSILPK	Possilpark & Parkhouse Rail Station	Possil	-4.25851	55.89013	47	124	190
9100SNDP	Sundridge Park Rail Station	Plaistow	0.02145	51.41378	46	269	594
9100GIFNOCK	Giffnock Rail Station	Giffnock	-4.29301	55.80398	46	123	181
9400ZZLUQBY	Queensbury Underground Station	Queensbury	-0.28622	51.5942	46	255	553
9100GALTINT	Smethwick Galton Bridge High Level Rail Station	Smethwick	-1.9805	52.50179	46	99	133
9100BLANTYR	Blantyre Rail Station	Blantyre	-4.08696	55.79732	46	120	180
9100GRVSEND	Gravesend Rail Station	Gravesend	0.36665	51.44135	46	316	626
9100CLYGATE	Claygate Rail Station	Claygate	-0.34824	51.36121	46	228	600
9100CHSLHRS	Chislehurst Rail Station	Chislehurst	0.05743	51.40556	46	242	561
9100WELLING	Welling Rail Station	Welling	0.1017	51.4648	46	239	540
9100WITTON	Witton (West Midlands) Rail Station	Witton	-1.88443	52.51239	46	93	129
9100KENISHD	Kennishead Rail Station	Kennishead	-4.32524	55.81331	46	125	182
9100BNKHALL	Bank Hall Rail Station	Kirkdale	-2.98752	53.4375	45	87	123
9100WWICKHM	West Wickham Rail Station	West Wickham	-0.01443	51.3813	45	214	507
9400ZZLUOSY	Osterley Underground Station	Osterley	-0.35223	51.48128	45	197	460
9100SIDCUP	Sidcup Rail Station	Sidcup	0.1038	51.43387	45	208	513
9400ZZLUWRP	West Ruislip Underground Station	West Ruislip	-0.43788	51.56969	45	188	467
9400ZZLURSM	Ruislip Manor Underground Station	Ruislip Manor	-0.41296	51.5732	45	171	362
9100HNDSHWT	The Hawthorns Rail Station	West Bromwich	-1.96401	52.50538	45	99	131
9100WLDNGHM	Woldingham Rail Station	Woldingham	-0.05186	51.29016	45	244	583
9100HORLEY	Horley Rail Station	Horley	-0.16105	51.16877	45	225	599
9100BRHD	Barrhead Rail Station	Barrhead	-4.39728	55.80374	45	125	182
9100MRSTNGR	Marston Green Rail Station	Marston Green	-1.75561	52.4672	45	95	133
9100ASHBRYS	Ashburys Rail Station	Ashburys	-2.19444	53.47166	45	104	167
9100WBYFLET	West Byfleet Rail Station	West Byfleet	-0.50548	51.33923	44	230	593
9100KGPK	Kings Park Rail Station	King's Park	-4.24651	55.81954	44	120	177
9100BRKNHDP	Birkenhead Park Rail Station	Birkenhead Park	-3.03911	53.39742	44	91	124
9100BSHB	Bishopbriggs Rail Station	Bishopbriggs	-4.22491	55.90386	44	128	196
9100MOTHRWL	Motherwell Rail Station	Motherwell	-3.99431	55.79167	44	128	186
9100LEEDS	Leeds Rail Station	Leeds	-1.54802	53.79564	44	88	131
9100ACOCKSG	Acocks Green Rail Station	Acock's Green	-1.81898	52.44933	44	96	128
9100SELYOAK	Selly Oak Rail Station	Selly Oak	-1.93581	52.44199	44	91	130
9100KLGL	Kings Langley Rail Station	Kings Langley	-0.43841	51.70636	44	249	544
9100GARROWH	Garrowhill Rail Station	Garrowhill	-4.12945	55.85522	43	123	184
9100PRYBR	Perry Barr Rail Station	Perry Barr	-1.90196	52.5165	43	88	125
9100WONT	Walton-on-Thames Rail Station	Walton-on-Thames	-0.41463	51.37293	43	243	611
9100MSSPARK	Mosspark Rail Station	Mosspark	-4.34829	55.84081	43	131	187
9100STALBCY	St Albans Rail Station	St Albans	-0.32754	51.75048	43	303	649
9400ZZLUSGT	Southgate Underground Station	Southgate	-0.12781	51.63232	43	243	554
9100KRKDALE	Kirkdale Rail Station	Kirkdale	-2.98112	53.44091	43	87	131
9400ZZLUHWE	Hounslow East Underground Station	Hounslow East	-0.35648	51.47322	43	178	422
9400ZZLURSP	Ruislip Underground Station	Ruislip	-0.42189	51.57135	43	161	350
9100LEAHALL	Lea Hall Rail Station	Lea Hall	-1.78602	52.48065	43	90	130
9100SGFORD	South Greenford Rail Station	Greenford	-0.33671	51.53376	42	195	470
9400ZZLUNOW	Northwood Underground Station	Northwood	-0.42382	51.61105	42	140	359
9100TDITTON	Thames Ditton Rail Station	Thames Ditton	-0.33915	51.3891	42	241	612
9100HATFILD	Hatfield (Herts) Rail Station	Hatfield	-0.21559	51.76388	42	260	562
9100PSLYSTJ	Paisley St James Rail Station	Paisley	-4.44244	55.8521	42	135	185
9100EDGH	Edge Hill Rail Station	Edge Hill	-2.94649	53.40263	42	82	140
9100ASFDMSX	Ashford (Surrey) Rail Station	Ashford	-0.46806	51.43651	42	159	503
9100LVHM	Levenshulme Rail Station	Levenshulme	-2.19267	53.44418	42	109	175
9100DENHMGC	Denham Golf Club Rail Station	Higher Denham	-0.51778	51.5806	42	188	443
9100LAMBH	Gilshochill Rail Station	Gilshochill	-4.28268	55.89732	41	117	184
9400ZZLUUPB	Upminster Bridge Underground Station	Upminster Bridge	0.23582	51.55857	41	183	430
9100CRPNDPK	Carpenders Park Rail Station	Carpenders Park	-0.38594	51.62835	41	214	493
9100STEVNGE	Stevenage Rail Station	Stevenage	-0.20711	51.90169	41	228	522
9100BSDN	Bearsden Rail Station	Bearsden	-4.33201	55.91712	41	116	177
9100BLSHL	Bellshill Rail Station	Bellshill	-4.02449	55.81706	41	119	182
9100ASHD	Ashtead Rail Station	Ashtead	-0.30757	51.31787	41	161	444
9100MNCRVIC	Manchester Victoria Rail Station	Manchester City Centre	-2.2426	53.48748	41	106	179
9100BNWK	Brunswick Rail Station	Dingle	-2.97608	53.38326	41	86	126
9400ZZLUCND	Colindale Underground Station	Colindale	-0.24992	51.59543	41	257	604
9100ALBNYPK	Albany Park Rail Station	Sidcup	0.12575	51.43545	41	175	473
9100BROMLYN	Bromley North Rail Station	Bromley	0.017	51.40833	41	242	559
9400ZZCRADV	Addington Village Tramlink Stop	Addington	-0.03269	51.35624	41	216	557
9100CFFT	Croftfoot Rail Station	Croftfoot	-4.22832	55.81825	40	111	171
9100CHLSFLD	Chelsfield Rail Station	Chelsfield	0.10908	51.35626	40	307	666
9400ZZLUCPK	Canons Park Underground Station	Canons Park	-0.29469	51.6077	40	226	507
9100SLFDORD	Salford Central Rail Station	Salford Central Station	-2.25484	53.48309	40	104	176
9100DRMCHPL	Drumchapel Rail Station	Drumchapel	-4.36287	55.9048	40	111	175
9100BELVEDR	Belvedere Rail Station	Belvedere	0.1523	51.49212	40	184	479
9100GRAVLYH	Gravelly Hill Rail Station	Gravelly Hill	-1.85259	52.51501	40	86	122
9100LETHRHD	Leatherhead Rail Station	Leatherhead	-0.33322	51.29882	40	142	390
9100BOOTLOR	Bootle Oriel Road Rail Station	Bootle	-2.99574	53.44663	40	84	121
9100WDMNSTR	Woodmansterne Rail Station	Coulsdon	-0.15426	51.31902	40	202	550
9100ESHS	Easterhouse Rail Station	Easterhouse	-4.10716	55.85974	40	116	180
9100WHYTLFS	Whyteleafe South Rail Station	Whyteleafe	-0.07691	51.30339	40	206	551
9100WATFJDC	Watford Junction Rail Station	Watford	-0.39652	51.66353	39	245	537
9100BANSTED	Banstead Rail Station	Banstead	-0.21316	51.32935	39	177	475
9100STAINES	Staines Rail Station	Staines	-0.50316	51.43246	39	147	497
9100DARTFD	Dartford Rail Station	Dartford	0.21926	51.44737	39	159	472
9100YOKER	Yoker Rail Station	Whitecrook	-4.38628	55.89257	39	113	175
9100SUMRSTN	Summerston Rail Station	Summerston	-4.29153	55.89882	39	108	177
9100MUIREND	Muirend Rail Station	Muirend	-4.27439	55.80945	39	113	173
9100BHAMINT	Birmingham International Rail Station	National Exhibition Centre	-1.72586	52.45081	39	89	132
9100MRYHILL	Maryhill Rail Station	Maryhill	-4.30074	55.89762	39	106	174
9100GORTON	Gorton Rail Station	Gorton	-2.16621	53.46909	39	94	157
9400ZZLUHWC	Hounslow Central Underground Station	Hounslow Central	-0.36658	51.4713	39	160	406
9100CRDFCEN	Cardiff Central Rail Station	Cardiff	-3.17931	51.47603	39	66	101
9400ZZLUICK	Ickenham Underground Station	Ickenham	-0.44199	51.56199	39	146	334
9100JOHNSTN	Johnstone Rail Station	Johnstone	-4.50362	55.83469	39	142	187
9100IVER	Iver Rail Station	Iver	-0.50672	51.50851	39	188	452
9100PRST	Preston Rail Station	Preston	-2.70812	53.75687	39	93	163
9100BOURNVL	Bournville Rail Station	Bournville	-1.92642	52.42697	39	85	126
9400ZZLUEPK	Elm Park Underground Station	Elm Park	0.19865	51.54978	38	187	431
9100WTRORTN	Water Orton Rail Station	Water Orton	-1.7431	52.51859	38	90	129
9100HAMSTED	Hamstead (Birmingham) Rail Station	Hamstead	-1.92898	52.53108	38	85	121
9100CLYBANK	Clydebank Rail Station	Clydebank	-4.40441	55.90068	38	105	168
9400ZZLUFLP	Fairlop Underground Station	Fulwell Cross	0.09101	51.59562	38	195	435
9100DUDLPT	Dudley Port Rail Station	Dudley Port	-2.04948	52.52466	38	93	133
9100THBDGS	Three Bridges Rail Station	Three Bridges	-0.16118	51.11692	38	184	549
9100HRSTGRN	Hurst Green Rail Station	Hurst Green	0.00395	51.24443	38	194	549
9100GUILDFD	Guildford Rail Station	Guildford	-0.58042	51.23697	38	125	493
9100RDNGSTN	Reading Rail Station	Reading	-0.97185	51.45878	38	112	369
9100BXLYHTH	Bexleyheath Rail Station	Bexleyheath	0.13375	51.4635	38	178	477
9100BLAIRHL	Blairhill Rail Station	Blairhill	-4.04328	55.86644	38	110	185
9100LAINDON	Laindon Rail Station	Laindon	0.42429	51.56753	37	168	402
9100WVRTTEC	Wavertree Technology Park Rail Station	Wavertree Nook	-2.92291	53.4052	37	80	144
9100BUSHYDC	Bushey Rail Station	Bushey	-0.38532	51.64575	37	213	503
9400ZZLUGGH	Grange Hill Underground Station	Grange Hill	0.09208	51.61338	37	193	435
9100BEXLEY	Bexley Rail Station	Bexley	0.14791	51.44022	37	161	440
9100BOOTLNS	Bootle New Strand Rail Station	Bootle	-2.99475	53.4534	37	84	118
9100ERITH	Erith Rail Station	Erith	0.17507	51.48167	37	157	446
9100WIGANNW	Wigan North Western Rail Station	Wigan	-2.63327	53.54368	37	95	186
9100LANGLEY	Langley (Berks) Rail Station	Langley	-0.54175	51.50807	37	181	443
9100DALMUIR	Dalmuir Rail Station	Dalmuir	-4.42668	55.91192	37	106	171
9100DAWSHLM	Kelvindale Rail Station	Kelvindale	-4.30957	55.89354	37	112	178
9400ZZLUMHL	Mill Hill East Underground Station	Mill Hill East	-0.20998	51.60824	37	241	578
9100TOLWTH	Tolworth Rail Station	Tolworth	-0.27946	51.37686	36	203	532
9100WALTONM	Walton (Merseyside) Rail Station	Walton	-2.96575	53.45623	36	83	124
9100BROXBRN	Broxbourne Rail Station	Broxbourne	-0.01108	51.74691	36	208	469
9100HLFT	Hillfoot Rail Station	Hillfoot	-4.32027	55.92008	36	109	173
9100STMCHLS	St Michaels Rail Station	St Michaels	-2.9528	53.37562	36	79	126
9100SLADEGN	Slade Green Rail Station	Slade Green	0.1905	51.46779	36	143	419
9100DRUMRY	Drumry Rail Station	Drumry	-4.38547	55.90458	36	103	168
9100SINGER	Singer Rail Station	Clydebank	-4.40548	55.90766	36	97	160
9100ARDWICK	Ardwick Rail Station	Ardwick	-2.21432	53.47157	36	96	161
9100LGRN	Langley Green Rail Station	Langley Green	-2.00496	52.49388	36	87	126
9100SWLY	Swanley Rail Station	Swanley	0.16924	51.39339	36	200	556
9100RCKMNSW	Rickmansworth Rail Station	Rickmansworth	-0.47327	51.64025	36	146	398
9100WLWYNGC	Welwyn Garden City Rail Station	Welwyn Garden City	-0.20407	51.80105	36	245	541
9100HLGN	Hall Green Rail Station	Hall Green	-1.84565	52.43692	36	91	123
9100KRKH	Kirkhill Rail Station	Cambuslang	-4.1671	55.81391	36	94	155
9100FULWELL	Fulwell Rail Station	Fulwell	-0.34947	51.43394	35	153	449
9100OLTON	Olton Rail Station	Olton	-1.80432	52.43852	35	89	126
9100HRLWTWN	Harlow Town Rail Station	Harlow	0.09514	51.78107	35	206	497
9100BRKNHDN	Birkenhead North Rail Station	Birkenhead	-3.05754	53.40445	35	84	121
9100BRSDE	Burnside (Strathclyde) Rail Station	Burnside	-4.20238	55.81692	35	100	162
9100ALERTN	Liverpool South Parkway Rail Station	Allerton	-2.88913	53.35776	35	81	160
9100GIDB	Guide Bridge Rail Station	Guide Bridge	-2.11371	53.47465	35	87	150
9100BDSTON	Bidston Rail Station	Bidston	-3.07857	53.40915	35	81	117
9100OCKENDN	Ockendon Rail Station	South Ockendon	0.29047	51.522	35	161	397
9100WATFDN	Watford North Rail Station	North Watford	-0.38993	51.6757	35	204	500
9100SOLIHUL	Solihull Rail Station	Solihull	-1.7884	52.41441	35	92	125
9100FRFD	Fairfield Rail Station	Fairfield	-2.14577	53.47131	34	87	149
9400ZZLUHGD	Hillingdon Underground Station	North Hillingdon	-0.44982	51.55371	34	130	298
9100OXSHOTT	Oxshott Rail Station	Oxshott	-0.36241	51.3364	34	170	540
9100HTCP	Heaton Chapel Rail Station	Heaton Chapel	-2.17904	53.42558	34	103	168
9100HCRT	Hampton Court Rail Station	East Molesey	-0.34275	51.40256	34	198	571
9400ZZLUHWT	Hounslow West Underground Station	Hounslow West	-0.38653	51.47347	34	143	365
9100CHINGFD	Chingford Rail Station	Chingford	0.00991	51.63309	34	249	539
9400ZZLUHCH	Hornchurch Underground Station	Hornchurch	0.21913	51.5541	34	163	402
9100KLPTRCK	Kilpatrick Rail Station	Old Kilpatrick	-4.45339	55.92469	34	89	154
9100MDNHEAD	Maidenhead Rail Station	Maidenhead	-0.72266	51.51867	34	184	495
9400ZZLUMPK	Moor Park Underground Station	Moor Park	-0.43244	51.62984	34	110	317
9100STCR	Stone Crossing Rail Station	Stone	0.26379	51.45133	34	132	465
9100PHLD	Priesthill & Darnley Rail Station	Darnley	-4.34289	55.81216	34	118	177
9100BEBNGTN	Bebington Rail Station	Bebington	-3.00364	53.35767	34	86	122
9100ERDNGTN	Erdington Rail Station	Erdington	-1.8395	52.52829	34	80	121
9100HEMLHMP	Hemel Hempstead Rail Station	Hemel Hempstead	-0.49076	51.74234	33	187	481
9100GNHT	Greenhithe for Bluewater Rail Station	Greenhithe	0.28031	51.45037	33	147	482
9100BRNHRST	Barnehurst Rail Station	Barnehurst	0.15966	51.46496	33	166	449
9100WEYBDGE	Weybridge Rail Station	Weybridge	-0.45772	51.36177	33	179	535
9400ZZCRFLD	Fieldway Tramlink Stop	Forestdale	-0.02453	51.35132	33	175	516
9100SVNOAKS	Sevenoaks Rail Station	Sevenoaks	0.18168	51.27686	33	187	550
9100HAMLTNW	Hamilton West Rail Station	Hamilton	-4.0548	55.77885	33	112	169
9100ROWLEYR	Rowley Regis Rail Station	Rowley Regis	-2.03088	52.47733	33	84	125
9100CRFD	Crayford Rail Station	Crayford	0.17895	51.44828	33	136	415
9100SFRTHAL	Seaforth & Litherland Rail Station	Seaforth	-3.00563	53.46628	33	74	116
9100CARDFQS	Cardiff Queen Street Rail Station	Cardiff	-3.1702	51.48196	33	55	83
9100BAYFORD	Bayford Rail Station	Bayford	-0.0956	51.75772	33	194	485
9100CARMYLE	Carmyle Rail Station	Carmyle	-4.15817	55.83433	33	121	181
9400ZZLUOAK	Oakwood Underground Station	Oakwood	-0.13216	51.64773	33	214	504
9100ORELPKH	Orrell Park Rail Station	Orrell Park	-2.96332	53.46191	33	73	120
9100CLRKSTN	Clarkston Rail Station	Clarkston	-4.27564	55.78934	32	107	170
9100BOLTON	Bolton Rail Station	Bolton	-2.42583	53.57416	32	103	187
9100WMWD	Williamwood Rail Station	Williamwood	-4.29033	55.79368	32	95	161
9100HAYMRKT	Haymarket Rail Station	Edinburgh	-3.21844	55.9458	32	62	123
9100APSLEY	Apsley Rail Station	Apsley	-0.46292	51.73252	32	186	481
9100BYFLANH	Byfleet & New Haw Rail Station	Byfleet	-0.48138	51.3498	32	167	514
9100BISHPTN	Bishopton Rail Station	Bishopton	-4.50157	55.90215	32	118	177
9100COATBDC	Coatbridge Central Rail Station	Coatbridge	-4.03188	55.8625	32	87	151
9100KNORTON	Kings Norton Rail Station	Cotteridge	-1.93232	52.4143	32	80	121
9100MSLH	Mossley Hill Rail Station	Mossley Hill	-2.91545	53.37906	32	72	129
9400ZZLUBTK	Burnt Oak Underground Station	Burnt Oak	-0.26405	51.60278	32	218	557
9100EGHAM	Egham Rail Station	Egham	-0.54651	51.42965	32	98	350
9100ANGELRD	Angel Road Rail Station	Upper Edmonton	-0.04878	51.61241	32	199	477
9100CHDH	Cheadle Hulme Rail Station	Cheadle Hulme	-2.1883	53.37595	32	94	158
9400ZZLUSTM	Stanmore Underground Station	Stanmore	-0.30327	51.61984	32	190	468
9100CHSRD	Chester Road Rail Station	Yenton	-1.83247	52.53566	31	77	116
9400ZZLUWFN	West Finchley Underground Station	West Finchley	-0.18836	51.60943	31	226	555
9100MLDTHRD	Mauldeth Road Rail Station	Burnage	-2.20925	53.43308	31	93	157
9100HYWRDSH	Haywards Heath Rail Station	Haywards Heath	-0.10508	51.00567	31	101	370
