code	name	placeName	Longitude	Latitude	num_accessible_stations_30m	num_accessible_stations_45m	num_accessible_stations_60m
9100BSAUKLD	Bishop Auckland Rail Station	Bishop Auckland	-1.67772	54.6572	5	9	17
9100YORTON	Yorton Rail Station	Yorton	-2.73646	52.80897	5	16	30
9100HAVRFDW	Haverfordwest Rail Station	Haverfordwest	-4.96023	51.80264	5	9	14
9100LAKNHTH	Lakenheath Rail Station	Lakenheath	0.53521	52.44742	5	17	39
9100NWMKET	Newmarket Rail Station	Newmarket	0.40622	52.23796	5	18	34
9100LLHLETH	Llanhilleth Rail Station	Llanhilleth	-3.13521	51.7003	5	5	8
9100ANDOVER	Andover Rail Station	Andover	-1.49224	51.21155	5	20	54
9100LOOE	Looe Rail Station	Looe	-4.4562	50.35922	5	6	12
9100FALMTHT	Falmouth Town Rail Station	Falmouth	-5.06499	50.14833	5	5	9
9100DLMALLY	Dalmally Rail Station	Dalmally	-4.98354	56.40117	4	7	9
9100BRMPTNC	Brampton (Cumbria) Rail Station	Brampton	-2.70295	54.93239	4	11	21
9100HONYBRN	Honeybourne Rail Station	Honeybourne	-1.83374	52.10161	4	9	19
9100LNGBKBY	Long Buckby Rail Station	Long Buckby	-1.08647	52.29473	4	24	58
9100DALSTON	Dalston (Cumbria) Rail Station	Dalston	-2.98885	54.84617	4	13	22
9100ALFRETN	Alfreton Rail Station	Alfreton	-1.36969	53.10046	4	23	57
9100RISCA	Risca & Pontymister Rail Station	Pontymister	-3.09223	51.60584	4	10	34
9100MRCH	March Rail Station	March	0.0912	52.55991	4	14	38
9100LUXULYN	Luxulyan Rail Station	Luxulyan	-4.74743	50.39003	4	9	15
9100SPHL	Shippea Hill Rail Station	Shippea Hill	0.41336	52.43023	4	9	21
9100ALTPE	Althorpe Rail Station	Keadby	-0.73318	53.58552	4	9	16
9100SYSTON	Syston Rail Station	Syston	-1.0824	52.69422	4	15	28
9100PAIGNTN	Paignton Rail Station	Paignton	-3.5649	50.4347	4	10	14
9100ACKLNGT	Acklington Rail Station	Acklington Station	-1.65184	55.3071	4	7	15
9100WMER	Windermere Rail Station	Windermere	-2.90339	54.37961	4	5	9
9100ILKLEY	Ilkley Rail Station	Ilkley	-1.82203	53.92478	4	22	48
9100ASHCHRC	Ashchurch for Tewkesbury Rail Station	Ashchurch	-2.10877	51.99891	4	10	35
